ID,Player,Team,Position,RkOv,Status,Opponent,FPts,FP/G,%D,ADP,Ros %
*051kz*,George Baldock,SHU,D,396,W (Mon),CRY Sat 10:00AM,0,0,5%,362.23,0%
*059iq*,Folarin Balogun,ARS,F,397,W (Mon),NOT Sat 7:30AM,0,0,13%,288.66,0%
*05lfr*,Scott Banks,CRY,F,398,W (Mon),@SHU Sat 10:00AM,0,0,0%,-,0%
*02rlq*,Chris Basham,SHU,D,399,W (Mon),CRY Sat 10:00AM,0,0,0%,1131,0%
*06c4m*,Samuel Bastien,BUR,M,401,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*066sf*,Eddie Beach,CHE,G,402,FA,LIV Sun 11:30AM,0,0,1%,1050.6,0%
*06c5y*,Amari'i Bell,LUT,D,403,W (Mon),@BHA Sat 10:00AM,0,0,14%,262.27,0%
*06dml*,Anis Ben Slimane,SHU,M,404,W (Mon),CRY Sat 10:00AM,0,0,1%,1123.93,0%
*066rl*,Rhys Bennett,MUN,D,405,FA,WOL Mon 3:00PM,0,0,0%,1128.6,0%
*05uhm*,Lucas Bergstrom,CHE,G,407,FA,LIV Sun 11:30AM,0,0,0%,-,0%
*06c62*,Luke Berry,LUT,M,408,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*02ls8*,Marcus Bettinelli,CHE,G,409,FA,LIV Sun 11:30AM,0,0,0%,-,0%
*06clx*,Jordan Beyer,BUR,D,410,W (Mon),MCI Fri 3:00PM,0,0,12%,276.76,0%
*05o8o*,Jayden Bogle,SHU,D,411,W (Mon),CRY Sat 10:00AM,0,0,3%,374.07,0%
*06dmk*,Angelo,CHE,F,412,W (Mon),LIV Sun 11:30AM,0,0,0%,1172.4,0%
*05uhj*,Conor Bradley,LIV,D,416,W (Mon),@CHE Sun 11:30AM,0,0,7%,324.84,0%
*05l27*,Jarrad Branthwaite,EVE,D,417,W (Mon),FUL Sat 10:00AM,0,0,1%,1133.93,0%
*04c3c*,Rhian Brewster,SHU,F,419,W (Mon),CRY Sat 10:00AM,0,0,1%,1109.67,0%
*06c6n*,Andre Brooks,SHU,M,422,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*03amm*,Reece Burke,LUT,D,425,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*066sm*,Mason Burstow,CHE,F,427,FA,LIV Sun 11:30AM,0,0,0%,1104.4,0%
*05tra*,Emiliano Marcondes Camargo Hansen,BOU,M,428,W (Mon),WHU Sat 10:00AM,0,0,0%,-,0%
*06c65*,Allan Campbell,LUT,M,429,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*0579j*,Scott Carson,MCI,G,431,FA,@BUR Fri 3:00PM,0,0,1%,1122.5,0%
*0641g*,Cesare Casadei,CHE,M,432,FA,LIV Sun 11:30AM,0,0,0%,1082.4,0%
*056ix*,Bruno Jordao,WOL,M,433,FA,@MUN Mon 3:00PM,0,0,0%,-,0%
*04qrd*,Ivan Cavaleiro,FUL,F,434,W (Mon),@EVE Sat 10:00AM,0,0,0%,-,0%
*05xsd*,Daniel Chesters,WHU,M,436,FA,@BOU Sat 10:00AM,0,0,0%,-,0%
*04spx*,Tahith Chong,LUT,M,437,FA,@BHA Sat 10:00AM,0,0,11%,305.71,0%
*06c4r*,Darko Churlinov,BUR,F,438,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*062p2*,Bobby Clark,LIV,M,439,FA,@CHE Sun 11:30AM,0,0,0%,1166,0%
*06c63*,Jordan Clark,LUT,M,440,W (Mon),@BHA Sat 10:00AM,0,0,3%,406.07,0%
*06crn*,Toby Collyer,MUN,M,441,W (Mon),WOL Mon 3:00PM,0,0,0%,-,0%
*02opl*,Jack Cork,BUR,M,442,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*060y3*,Dara Costelloe,BUR,F,443,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*06c6l*,Ismaila Coulibaly,SHU,M,444,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*04xjt*,Conor Coventry,WHU,M,445,FA,@BOU Sat 10:00AM,0,0,0%,-,0%
*03hff*,Josh Cullen,BUR,M,447,W (Mon),MCI Fri 3:00PM,0,0,5%,340.57,0%
*04ybh*,Jamie Cumming,CHE,G,448,W (Mon),LIV Sun 11:30AM,0,0,1%,1116.8,0%
*052k1*,Luke Cundle,WOL,M,449,FA,@MUN Mon 3:00PM,0,0,0%,-,0%
*02lpm*,Adam Davies,SHU,G,451,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*03yuo*,Keinan Davis,AVL,F,452,FA,@NEW Sat 12:30PM,0,0,0%,-,0%
*05r34*,Amad Diallo,MUN,F,456,W (Mon),WOL Mon 3:00PM,0,0,3%,366.33,0%
*05uog*,Lewis Dobbin,EVE,F,460,W (Mon),FUL Sat 10:00AM,0,0,0%,1194,0%
*06c6a*,Alfie Doughty,LUT,M,461,W (Mon),@BHA Sat 10:00AM,0,0,47%,141.78,0%
*032f5*,Paul Dummett,NEW,D,462,FA,AVL Sat 12:30PM,0,0,0%,-,0%
*06dmn*,George Earthy,WHU,M,463,W (Mon),@BOU Sat 10:00AM,0,0,0%,-,0%
*02m5l*,John Egan,SHU,D,464,W (Mon),CRY Sat 10:00AM,0,0,4%,371.7,0%
*05uho*,CJ Egan-Riley,BUR,D,465,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*06c4h*,Hjalmar Ekdal,BUR,D,466,W (Mon),MCI Fri 3:00PM,0,0,2%,1081,0%
*066rp*,Noam Emeran,MUN,F,467,FA,WOL Mon 3:00PM,0,0,0%,1062.2,0%
*04mf8*,Nathan Ferguson,CRY,D,469,FA,@SHU Sat 10:00AM,0,0,0%,1121,0%
*060yz*,Alvaro Fernandez,MUN,D,470,W (Mon),WOL Mon 3:00PM,0,0,0%,-,0%
*051l5*,John Fleck,SHU,M,471,W (Mon),CRY Sat 10:00AM,0,0,1%,1132,0%
*05n0a*,Wes Foderingham,SHU,G,473,W (Mon),CRY Sat 10:00AM,0,0,1%,1111.33,0%
*06cro*,Omari Forson,MUN,M,474,W (Mon),WOL Mon 3:00PM,0,0,0%,-,0%
*06c4o*,Lyle Foster,BUR,F,475,W (Mon),MCI Fri 3:00PM,0,0,0%,1094,0%
*06c4f*,Denis Franchi,BUR,G,477,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*04shz*,Tyrese Francois,FUL,M,478,FA,@EVE Sat 10:00AM,0,0,0%,-,0%
*02lyo*,Luke Freeman,LUT,M,480,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*056iu*,Jean-Philippe Gbamin,EVE,M,482,FA,FUL Sat 10:00AM,0,0,0%,-,0%
*066si*,Alfie Gilchrist,CHE,D,483,FA,LIV Sun 11:30AM,0,0,0%,1078.8,0%
*04sjv*,Ryan Giles,LUT,F,484,W (Mon),@BHA Sat 10:00AM,0,0,3%,374.34,0%
*05n09*,Mark Gillespie,NEW,G,485,FA,AVL Sat 12:30PM,0,0,0%,-,0%
*06441*,Martial Godo,FUL,F,486,W (Mon),@EVE Sat 10:00AM,0,0,0%,-,0%
*05tr0*,Charlie Goode,BRF,D,487,FA,TOT Sun 9:00AM,0,0,0%,1159,0%
*05m9s*,John-Kymani Gordon,CRY,F,488,FA,@SHU Sat 10:00AM,0,0,0%,-,0%
*066rn*,Daniel Gore,MUN,M,489,FA,WOL Mon 3:00PM,0,0,0%,1084.2,0%
*061vc*,Ben Greenwood,BOU,D,490,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*04spy*,Mason Greenwood,MUN,F,491,W (Mon),WOL Mon 3:00PM,0,0,13%,285.95,0%
*066rj*,Sean Grehan,CRY,D,492,FA,@SHU Sat 10:00AM,0,0,0%,1083.2,0%
*044ej*,Johann Gudmundsson,BUR,M,493,W (Mon),MCI Fri 3:00PM,0,0,14%,281.3,0%
*06clz*,Malo Gusto,CHE,D,495,W (Mon),LIV Sun 11:30AM,0,0,16%,243.65,0%
*06378*,Isak Hansen-Aaroen,MUN,M,498,FA,WOL Mon 3:00PM,0,0,0%,-,0%
*06do5*,Elyh Harrison,MUN,G,499,W (Mon),WOL Mon 3:00PM,0,0,1%,1037.07,0%
*04qr4*,Kortney Hause,AVL,D,500,FA,@NEW Sat 12:30PM,0,0,0%,-,0%
*035mq*,Isaac Hayden,NEW,M,501,W (Mon),AVL Sat 12:30PM,0,0,0%,-,0%
*03dwz*,Tom Heaton,MUN,G,502,FA,WOL Mon 3:00PM,0,0,1%,1057.67,0%
*05oz4*,Karl Hein,ARS,G,503,FA,NOT Sat 7:30AM,0,0,0%,-,0%
*047l2*,Jeff Hendrick,NEW,M,504,W (Mon),AVL Sat 12:30PM,0,0,0%,-,0%
*061vb*,James Hill,BOU,D,505,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*067ys*,Jack Hinshelwood,BHA,M,506,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*061xt*,Ethan Horvath,NOT,G,508,W (Mon),@ARS Sat 7:30AM,0,0,1%,1132.67,0%
*05ue2*,Joe Hugill,MUN,F,510,FA,WOL Mon 3:00PM,0,0,1%,989.8,0%
*066sh*,Bashir Humphreys,CHE,D,511,FA,LIV Sun 11:30AM,0,0,0%,1139,0%
*06cm9*,Hwang Ui-Jo,NOT,F,513,W (Mon),@ARS Sat 7:30AM,0,0,0%,1045,0%
*05t6z*,Tim Iroegbunam,AVL,M,514,FA,@NEW Sat 12:30PM,0,0,0%,-,0%
*052ce*,Vitezslav Jaros,LIV,G,516,W (Mon),@CHE Sun 11:30AM,0,0,1%,1095.07,0%
*05s00*,Daniel Jebbison,SHU,F,517,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*066rk*,Marc Jurado Gomez,MUN,D,519,FA,WOL Mon 3:00PM,0,0,0%,-,0%
*062cl*,Issa Kabore,LUT,D,520,W (Mon),@BHA Sat 10:00AM,0,0,2%,1103.45,0%
*05r8c*,Michal Karbownik,BHA,D,523,W (Mon),LUT Sat 10:00AM,0,0,0%,-,0%
*0435r*,Loris Karius,NEW,G,524,FA,AVL Sat 12:30PM,0,0,0%,1095,0%
*057a1*,Gavin Kilkenny,BOU,M,527,W (Mon),WHU Sat 10:00AM,0,0,0%,-,0%
*06cmt*,Tom King,WOL,G,529,W (Mon),@MUN Mon 3:00PM,0,0,0%,-,0%
*06dmm*,Jacob Knightbridge,WHU,G,531,W (Mon),@BOU Sat 10:00AM,0,0,0%,1119.4,0%
*03dyo*,Anthony Knockaert,FUL,M,532,FA,@EVE Sat 10:00AM,0,0,0%,-,0%
*04mks*,Terence Kongolo,FUL,D,534,FA,@EVE Sat 10:00AM,0,0,0%,1152,0%
*06do4*,Louie Koumas,LIV,F,535,W (Mon),@CHE Sun 11:30AM,0,0,0%,1153,0%
*04ufy*,Matej Kovar,MUN,G,536,FA,WOL Mon 3:00PM,0,0,1%,1071.33,0%
*05746*,Emil Krafth,NEW,D,537,FA,AVL Sat 12:30PM,0,0,0%,-,0%
*067yw*,Garang Kuol,NEW,F,538,FA,AVL Sat 12:30PM,0,0,0%,1068,0%
*02m5r*,Louis Laing,WHU,M,539,FA,@BOU Sat 10:00AM,0,0,0%,-,0%
*052cg*,Yasser Larouci,SHU,D,540,W (Mon),CRY Sat 10:00AM,0,0,1%,1102.93,0%
*06c4n*,Marcel Lewis,BUR,M,541,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*0574a*,Giovani Lo Celso,TOT,M,543,W (Mon),@BRF Sun 9:00AM,0,0,16%,239.71,0%
*06c5x*,Tom Lockyer,LUT,D,544,W (Mon),@BHA Sat 10:00AM,0,0,32%,147.17,0%
*054oz*,Andy Lonergan,EVE,G,545,FA,FUL Sat 10:00AM,0,0,0%,-,0%
*061vi*,Jamal Lowe,BOU,F,546,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*05o8n*,Max Lowe,SHU,D,547,W (Mon),CRY Sat 10:00AM,0,0,3%,405.79,0%
*02m7x*,Romelu Lukaku,CHE,F,548,W (Mon),LIV Sun 11:30AM,0,0,8%,331.98,0%
*03m0y*,Matt Macey,LUT,G,551,W (Mon),@BHA Sat 10:00AM,0,0,0%,1120,0%
*06do0*,Finley Marjoram,CRY,D,555,W (Mon),@SHU Sat 10:00AM,0,0,0%,1122,0%
*06do1*,Zach Marsh,CRY,F,557,W (Mon),@SHU Sat 10:00AM,0,0,0%,1039,0%
*05ubh*,Remi Matthews,CRY,G,558,W (Mon),@SHU Sat 10:00AM,0,0,0%,1161,0%
*061xx*,Loic Mbe Soh,NOT,D,559,FA,@ARS Sat 7:30AM,0,0,0%,-,0%
*06bs3*,Sean McAllister,EVE,M,560,FA,FUL Sat 10:00AM,0,0,0%,-,0%
*06cm5*,John McAtee,LUT,F,562,W (Mon),@BHA Sat 10:00AM,0,0,0%,1019,0%
*06do3*,James McConnell,LIV,M,564,W (Mon),@CHE Sun 11:30AM,0,0,0%,1080,0%
*05rbn*,Thomas McGill,BHA,G,566,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*05uhs*,James Mcatee,MCI,M,568,W (Mon),@BUR Fri 3:00PM,0,0,0%,1154,0%
*05t6y*,Hannibal Mejbri,MUN,M,570,W (Mon),WOL Mon 3:00PM,0,0,0%,-,0%
*05afe*,Teden Mengi,MUN,D,572,FA,WOL Mon 3:00PM,0,0,0%,-,0%
*061y9*,Alex Mighten,NOT,F,573,FA,@ARS Sat 7:30AM,0,0,0%,-,0%
*06ab3*,Lewis Miley,NEW,M,575,FA,AVL Sat 12:30PM,0,0,0%,-,0%
*05r37*,Jakub Moder,BHA,M,576,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*05vyh*,Andrew Moran,BHA,M,577,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*05uhk*,Tyler Morton,LIV,M,579,W (Mon),@CHE Sun 11:30AM,0,0,0%,-,0%
*062oz*,Fabian Mrozek,LIV,G,580,FA,@CHE Sun 11:30AM,0,0,0%,-,0%
*061vn*,Rodrigo Muniz,FUL,F,581,FA,@EVE Sat 10:00AM,0,0,0%,-,0%
*04gw6*,Arijanet Muric,BUR,G,582,W (Mon),MCI Fri 3:00PM,0,0,1%,1166.5,0%
*052i8*,Admiral Muskwe,LUT,F,584,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*055se*,Marvelous Nakamba,LUT,M,585,FA,@BHA Sat 10:00AM,0,0,5%,342.14,0%
*068a0*,Andrey Santos,CHE,M,586,FA,LIV Sun 11:30AM,0,0,3%,348.34,0%
*05247*,Tanguy Ndombele,TOT,M,588,W (Mon),@BRF Sun 9:00AM,0,0,6%,357.4,0%
*04tsc*,Joao Virginia,EVE,G,589,W (Mon),FUL Sat 10:00AM,0,0,29%,130.78,0%
*051l4*,Rhys Norrington-Davies,SHU,D,592,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*062oh*,Jake O'Brien,CRY,D,595,W (Mon),@SHU Sat 10:00AM,0,0,0%,-,0%
*04gpx*,Dara O'Shea,BUR,D,596,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*04mmx*,Michael Obafemi,BUR,F,597,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*06cm4*,Chiedozie Ogbene,LUT,F,599,W (Mon),@BHA Sat 10:00AM,0,0,1%,1134.6,0%
*05rgv*,Arthur Okonkwo,ARS,G,600,W (Mon),NOT Sat 7:30AM,0,0,0%,1112.2,0%
*06avl*,Michael Olakigbe,BRF,F,601,W (Mon),TOT Sun 9:00AM,0,0,0%,-,0%
*061xr*,Marquinhos,ARS,F,602,W (Mon),NOT Sat 7:30AM,0,0,0%,-,0%
*067yy*,Luizao,WHU,D,603,FA,@BOU Sat 10:00AM,0,0,0%,-,0%
*055c0*,Ben Osborn,SHU,M,605,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*06c5z*,Gabriel Osho,LUT,D,606,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*0680n*,Detlef Esapa Osong,NOT,F,607,W (Mon),@ARS Sat 7:30AM,0,0,0%,-,0%
*05t6x*,William Osula,SHU,F,608,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*066ro*,Maximillian Oyedele,MUN,M,609,FA,WOL Mon 3:00PM,0,0,0%,1217.2,0%
*062ow*,David Ozoh,CRY,M,610,FA,@SHU Sat 10:00AM,0,0,0%,-,0%
*061xz*,Jonathan Panzo,NOT,D,611,W (Mon),@ARS Sat 7:30AM,0,0,0%,-,0%
*05nuf*,Myles Peart-Harris,BRF,M,614,W (Mon),TOT Sun 9:00AM,0,0,0%,-,0%
*055sk*,Nicolas Pepe,ARS,F,615,W (Mon),NOT Sat 7:30AM,0,0,0%,1202,0%
*06c6e*,Aribim Pepple,LUT,F,616,W (Mon),@BHA Sat 10:00AM,0,0,0%,1170,0%
*04boi*,Dion Pereira,LUT,M,617,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*068sf*,Maximo Perrone,MCI,M,618,FA,@BUR Fri 3:00PM,0,0,0%,1089,0%
*062dl*,Killian Phillips,CRY,M,620,FA,@SHU Sat 10:00AM,0,0,0%,-,0%
*05rff*,Jaden Philogene-Bidace,AVL,M,621,W (Mon),@NEW Sat 12:30PM,0,0,3%,393.33,0%
*066e8*,Cameron Plain,BOU,G,622,FA,WHU Sat 10:00AM,0,0,0%,1034,0%
*068na*,Euan Pollock,BOU,F,623,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*02onn*,Daniel Potts,LUT,D,624,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*05y7i*,Jarell Quansah,LIV,D,627,FA,@CHE Sun 11:30AM,0,0,0%,-,0%
*05rjn*,Jesurun Rak-Sakyi,CRY,M,629,FA,@SHU Sat 10:00AM,0,0,0%,-,0%
*03rll*,Darren Randolph,BOU,G,631,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*06cm2*,Glen Rea,LUT,D,632,W (Mon),@BHA Sat 10:00AM,0,0,0%,1082,0%
*02rll*,Nathan Redmond,BUR,M,633,W (Mon),MCI Fri 3:00PM,0,0,1%,1203.2,0%
*05ohc*,Sergio Reguilon,TOT,D,634,W (Mon),@BRF Sun 9:00AM,0,0,10%,293.17,0%
*068nb*,Sebastian Revan,AVL,D,635,FA,@NEW Sat 12:30PM,0,0,0%,-,0%
*062op*,Omar Richards,NOT,D,636,FA,@ARS Sat 7:30AM,0,0,0%,1103,0%
*02lkj*,Jack Robinson,SHU,D,638,W (Mon),CRY Sat 10:00AM,0,0,2%,1103.5,0%
*062oi*,Kaden Rodney,CRY,M,639,FA,@SHU Sat 10:00AM,0,0,0%,1075.6,0%
*03yqz*,Joe Rodon,TOT,D,640,W (Mon),@BRF Sun 9:00AM,0,0,0%,-,0%
*02oq3*,Jay Rodriguez,BUR,F,641,W (Mon),MCI Fri 3:00PM,0,0,2%,377.5,0%
*037mv*,Pelly Ruddock,LUT,M,642,W (Mon),@BHA Sat 10:00AM,0,0,0%,1122,0%
*05oif*,Runar Alex Runarsson,ARS,G,643,FA,NOT Sat 7:30AM,0,0,0%,1120,0%
*06c6k*,Sai Sachdev,SHU,D,644,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*0643v*,Dominic Sadi,BOU,F,645,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*06bq0*,Imari Samuels,BHA,D,646,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*03274*,Adrian,LIV,G,647,FA,@CHE Sun 11:30AM,0,0,0%,-,0%
*05nsf*,Malang Sarr,CHE,D,648,W (Mon),LIV Sun 11:30AM,0,0,0%,-,0%
*06c4k*,Dan Sassi,BUR,D,649,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*06do2*,Callum Scanlon,LIV,D,651,W (Mon),@CHE Sun 11:30AM,0,0,0%,1128,0%
*02oph*,James Shea,LUT,G,652,W (Mon),@BHA Sat 10:00AM,0,0,20%,197.03,0%
